timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,economic_index,market_demand_index,internet_traffic_index
18-05-2024,Europe-North,Compute,487.81,729.45,287.1,99.91,106.41,115.33,131.19
18-05-2024,India-South,Storage,475.09,526.13,330.11,97.75,99.37,118.03,116.47
18-05-2024,Europe-North,Compute,652.96,591.24,255.7,99.82,100.7,132.48,138.06
18-05-2024,US-West,Compute,351.15,452.83,251.93,99.66,102.02,105.21,144.91
18-05-2024,Europe-North,Storage,578.73,562.03,168.49,98.32,109.06,98.2,131.61
18-05-2024,US-East,Storage,432.23,593.35,274.69,96.64,105.46,100.04,122.1
19-05-2024,US-East,Compute,574.79,612.87,321.19,97.4,93.99,101.97,106.29
19-05-2024,India-South,Compute,669.76,591.96,177.65,97.44,,125.9,131.88
19-05-2024,Europe-North,Compute,579.43,921.91,325.6,98.48,96.23,114.49,122.91
19-05-2024,India-South,Compute,544.03,796.87,480.85,96.68,100.79,112.75,139.24
19-05-2024,US-East,Compute,508.72,551.33,260.6,99.46,100.96,98.34,139.1
19-05-2024,US-West,Compute,522.32,988.45,136.67,99.41,106.32,102.26,114.39
19-05-2024,US-West,Storage,687.14,627.12,319.65,99.4,109.41,99.97,159.13
19-05-2024,Europe-North,Storage,571.73,550.24,125.81,98.36,115.77,122.07,131.28
19-05-2024,US-East,Storage,414.92,805.08,-12.58,97.72,111.42,118.94,151.4
19-05-2024,Europe-North,Storage,,841.87,229.51,97.79,101.23,118.64,146.19
19-05-2024,US-East,Storage,432.87,646.46,233.94,97.78,105.3,94.79,109.06
20-05-2024,Europe-North,Storage,484.12,611.7,279.11,99.33,116.37,105.22,112.01
20-05-2024,India-South,Storage,316.05,525.78,293.03,98.93,110.19,91.52,139.09
20-05-2024,US-West,Compute,476.21,472.45,245.54,96.71,94.15,127.15,134.15
20-05-2024,India-South,Compute,569.04,674.26,212.23,96.82,121.08,110.68,118.87
20-05-2024,Europe-North,Storage,219.42,410.8,247.77,99.82,116.38,106.8,126.37
20-05-2024,India-South,Storage,480.23,570.6,216.2,98.96,106.22,131.6,128.71
20-05-2024,US-West,Storage,575.46,844.48,360.41,97.56,108.76,129.54,143.1
20-05-2024,US-West,Storage,414.11,384.32,213.4,96.57,114.49,106.57,141.01
20-05-2024,India-South,Compute,498.3,537.72,239.75,96.83,99.34,115.09,132.35
21-05-2024,US-West,Storage,386.16,701.74,217.27,98.14,104.63,102.67,125.62
21-05-2024,US-West,Storage,705.86,316.79,233.6,98.3,101.45,109.14,139.55
21-05-2024,US-East,Compute,265.82,650.49,220.48,97.43,97.36,121.58,104.58
21-05-2024,US-West,Compute,615.15,696.5,404.29,98.99,105.16,91.59,137.96
21-05-2024,Europe-North,Storage,517.27,762.34,225.19,98,98.99,108.52,125.1
21-05-2024,US-East,Compute,615.13,428.38,116.83,97.48,99.25,88.14,114.83
21-05-2024,India-South,Compute,837.07,541.97,330.03,96.75,118.39,123,120.93
22-05-2024,India-South,Storage,,685.92,381.54,98.93,,108.9,148.47
22-05-2024,Europe-North,Compute,436.97,843.75,314.28,97.45,101.43,130.31,141.95
22-05-2024,US-East,Storage,542,846.65,256.54,97.92,97.06,106.49,121.7
22-05-2024,India-South,Compute,605.61,874.41,193.87,99.74,97.92,112.3,111.17
22-05-2024,India-South,Compute,484.5,783.94,194.54,98.76,102.43,131.69,96.14
22-05-2024,India-South,Compute,800.77,347.57,,98.36,95.49,111.57,116.88
22-05-2024,US-West,Storage,531.9,862.7,278.63,97.47,99.98,130.8,169.71
22-05-2024,US-West,Storage,528.22,465.78,180.97,97.98,101.63,118.96,130.22
22-05-2024,US-East,Storage,559.07,736.18,393.53,96.78,116.46,101.63,146.6
22-05-2024,US-West,Compute,407.33,441.98,249.31,97.09,94.91,80.22,127.5
22-05-2024,US-West,Compute,504.99,736.77,,96.79,101.91,115.32,122.46
22-05-2024,US-West,Compute,754.55,724.86,222.16,98.82,101.43,113.82,128.83
23-05-2024,Europe-North,Storage,462.15,535.95,290.45,98.87,104.96,113.52,130.46
23-05-2024,Europe-North,Storage,709.63,494.5,360.22,97.05,98.67,97.92,156.41
23-05-2024,India-South,Compute,307.81,1044.54,228.65,98.42,106.35,107.78,130.44
23-05-2024,Europe-North,Compute,630.74,531.76,239.39,98.03,106.29,120.93,142.03
23-05-2024,US-East,Compute,562.69,640.13,382.91,99.55,111.7,93.39,154
23-05-2024,Europe-North,Storage,427.24,694.52,190.22,96.95,116.9,112.87,136.51
23-05-2024,India-South,Compute,199.69,332.25,148.81,99.59,101.03,108.2,121.26
23-05-2024,Europe-North,Storage,685.08,290.43,271.83,96.51,105.03,123.32,134.1
23-05-2024,India-South,Storage,635.97,523.4,254.91,96.82,110.95,112.54,153.24
23-05-2024,US-East,Storage,610.88,601.12,288.99,98.71,99.41,102.6,148.82
24-05-2024,India-South,Compute,785.76,421.97,136.43,99.69,108.38,90.44,114.26
24-05-2024,India-South,Compute,694.29,821.45,243.37,98.5,86.94,111.23,131.12
24-05-2024,US-East,Compute,488.35,743.12,376.31,97.94,101.29,113.81,136.76
24-05-2024,US-West,Storage,525.64,644.57,272.74,96.8,116,98.48,132.13
24-05-2024,India-South,Compute,584.53,602.94,240.54,99.65,102.99,96.57,124.44
25-05-2024,Europe-North,Compute,391.77,649.22,176.19,98.13,92.87,104.74,147.48
25-05-2024,US-West,Compute,524.53,496.13,286.34,97.85,105.62,101.3,135.35
25-05-2024,US-West,Compute,844.77,618.75,201.39,98.78,121.26,109.96,166.76
25-05-2024,Europe-North,Compute,482.61,940.98,258.8,98.19,104.47,126.09,140.46
25-05-2024,US-West,Compute,364.31,294.18,163.97,97.98,103.98,83.33,125.07
25-05-2024,US-West,Storage,465.27,577.61,256.15,97.51,111.73,116.67,141.43
25-05-2024,US-East,Storage,649.98,747.26,364.96,97.47,113.73,98.58,136.04
25-05-2024,India-South,Compute,668.56,464.81,387.21,97.14,95.62,104.97,122.04
25-05-2024,Europe-North,Compute,564.06,651.92,354.98,96.87,89.13,124.42,123.45
25-05-2024,US-West,Storage,539.96,358.78,228.28,96.73,88.98,112.35,128.74
25-05-2024,India-South,Compute,547.86,564.22,242.4,96.8,103.16,115.06,142.01
25-05-2024,US-East,Compute,367.55,921.59,182.6,97.85,116.43,120.31,118.7
25-05-2024,US-West,Compute,536.71,662.81,281.06,98.37,98.81,106.92,116.64
25-05-2024,India-South,Compute,623.17,445.83,247.17,96.94,114.75,107.16,141.78
26-05-2024,US-West,Compute,372.94,882.21,258.5,99.67,116.25,116.67,133.07
26-05-2024,US-West,Storage,496.63,586.41,371.92,99.33,101.91,117.7,105.18
26-05-2024,US-West,Compute,580.22,556.65,296.69,97.3,106.58,117.27,115.58
26-05-2024,US-West,Storage,471.5,475.18,147.18,97.27,,116.05,113.01
26-05-2024,Europe-North,Compute,436.04,432.04,370.24,98.12,109.21,123.23,124.55
26-05-2024,US-East,Storage,585.93,762.77,228.4,97.22,117.29,106.72,148.1
27-05-2024,India-South,Storage,415.51,667.56,196.52,97.69,111.58,101.26,114.21
27-05-2024,US-East,Compute,520.2,568.73,,97.54,,119.78,147.36
27-05-2024,US-East,Storage,620.46,802.77,79.26,99.8,117.15,115.13,103.95
27-05-2024,Europe-North,Storage,504.61,409.31,265.44,99.98,105.16,131.41,134.62
27-05-2024,Europe-North,Compute,454.85,565.04,203.89,98.64,109.6,127.63,113.22
27-05-2024,US-West,Compute,408.19,536.35,379.62,98.41,103.6,126.32,137.44
27-05-2024,US-East,Storage,,664.17,207.6,98.81,111.85,104.63,106.19
28-05-2024,Europe-North,Compute,189.27,781.06,271.57,96.64,102.05,108.3,118.07
28-05-2024,India-South,Storage,760.42,617.26,276.4,99.04,119.37,97.27,154.37
28-05-2024,US-West,Compute,475.25,427.48,330.69,97.33,98.97,114.3,162.82
28-05-2024,India-South,Storage,464.7,560.71,172.09,99.76,123.69,82.95,118.14
28-05-2024,US-East,Compute,595.25,888.71,245.04,98.39,111.71,98.1,161.8
28-05-2024,US-East,Storage,464.15,778.06,115.68,97.34,111.37,95.55,136.7
28-05-2024,India-South,Compute,,446.22,249.31,99.12,91.82,107.06,97.12
28-05-2024,Europe-North,Storage,291.53,480.62,232.1,98.35,93.42,118.57,152.92
29-05-2024,India-South,Storage,368.41,646.7,130.33,97.48,100.51,103.14,116.83
29-05-2024,US-West,Compute,501.85,468.46,181.7,97.79,115.94,109.64,130.04
29-05-2024,Europe-North,Storage,465.68,666.35,215.52,97.15,101.94,106.31,108.44
29-05-2024,Europe-North,Storage,,635.6,399.84,97.83,106.97,108.16,138.38
29-05-2024,US-West,Compute,732.09,425.26,294.44,98.8,105.06,104.43,129.53
29-05-2024,US-West,Compute,677.27,651.29,281.66,99.04,,115,140.69
29-05-2024,India-South,Compute,557.74,531.01,324.86,98.76,91.17,102.73,134.58
29-05-2024,US-East,Storage,263.78,654.33,427.2,96.57,94.44,113,121.66
29-05-2024,US-West,Compute,543.42,497.05,283.04,96.76,106.18,92.21,131.55
30-05-2024,US-West,Storage,372.11,613.05,449.68,97.41,93,121.34,129.97
30-05-2024,US-West,Compute,552.85,868.5,175.09,98.81,,115.15,143.29
30-05-2024,US-East,Compute,,863.02,323.34,99.24,98.54,113.89,140.68
30-05-2024,US-West,Storage,,590.11,,99.08,96.69,106.63,119.43
30-05-2024,US-West,Compute,397.84,853.44,234.28,97.09,,102.51,122.3
30-05-2024,India-South,Storage,425.55,732.8,,97.4,101.3,113.74,124.15
30-05-2024,India-South,Compute,618.65,609.13,213.13,99.75,102.96,111.12,136.64
30-05-2024,US-East,Storage,554.91,726.93,125.26,97.39,121.03,118.84,122.52
30-05-2024,US-East,Compute,449.3,633.81,219.62,99.49,93.27,104.49,168.28
30-05-2024,US-East,Compute,610.07,776.81,310.23,99.19,98.1,127.95,146.32
30-05-2024,India-South,Storage,,626.86,185.72,98.11,117.68,115.16,140.62
30-05-2024,US-East,Storage,585.87,471.63,260.87,97.71,111.42,113.76,140.58
31-05-2024,US-East,Storage,592.47,947.06,170.42,96.81,116.62,96.85,122.46
31-05-2024,US-West,Compute,491.25,779.97,300.29,97.17,95.17,107.94,124.12
31-05-2024,Europe-North,Storage,651.09,735.17,307.69,97.82,,112.95,139.64
31-05-2024,US-West,Storage,623.14,462.69,318.23,97.42,103.89,100.33,111.47
31-05-2024,US-East,Storage,652.44,775.88,386.26,99.59,87.76,123.31,105.29
31-05-2024,US-West,Storage,633.62,763.47,463.64,99.85,108.31,109.15,143.17
31-05-2024,Europe-North,Storage,251.63,476.18,237.8,99.77,80.91,110.27,122.34
31-05-2024,Europe-North,Storage,554.95,580.92,226.42,98.6,100.36,110.4,100.21
31-05-2024,US-East,Storage,529.41,1190.26,280.27,96.64,113.52,108.06,142.75
31-05-2024,India-South,Compute,654.52,830.13,120.9,99.96,107.9,114.62,125.49
31-05-2024,US-East,Storage,,618.84,342.64,98.54,109.17,114.54,138.73
31-05-2024,US-East,Storage,657.75,739.03,200.2,98.1,100.48,109.79,113.7
31-05-2024,Europe-North,Compute,426.99,732.11,180.81,97.67,99.43,115.94,125.14
01-06-2024,US-West,Compute,562.97,683.7,81.03,99.43,101.67,84.93,125.47
01-06-2024,India-South,Compute,470.32,385.18,316.66,97.6,,123.01,123.48
01-06-2024,US-East,Compute,,465.1,166.21,98.01,102.21,125.41,115.91
01-06-2024,US-East,Compute,556.64,804.98,210.93,99.75,109.71,106.22,121.48
01-06-2024,Europe-North,Storage,170.22,767.86,363.55,98.41,115.11,92.86,110.89
01-06-2024,US-East,Storage,366.32,500.08,28.25,99.26,101.33,117.31,142.1
01-06-2024,US-West,Storage,651.94,700.41,89.9,99.39,112.57,119.01,143.54
01-06-2024,Europe-North,Storage,592.11,330.96,224.7,99.53,116.21,81.13,126.28
02-06-2024,US-East,Storage,626.87,579.53,202.88,96.76,119.04,126.88,118.35
02-06-2024,US-West,Compute,671.46,611.97,217.87,97.14,111.43,110.24,154.4
02-06-2024,Europe-North,Compute,622.89,724.95,240.03,97.69,103.94,96.14,96.1
02-06-2024,US-East,Compute,743.04,567.25,152.26,97.79,100.81,112.5,141.08
02-06-2024,India-South,Storage,380.72,383.52,370.67,98.97,96.29,121.73,122.12
02-06-2024,US-East,Storage,629.51,652,251.5,99.59,106.14,105.52,123.55
02-06-2024,India-South,Compute,673.1,377.83,341.34,97.61,112.09,122.59,122.99
02-06-2024,Europe-North,Compute,433.45,849.2,195.66,97.6,112.49,98.46,135.36
03-06-2024,India-South,Compute,714.79,817.64,320.45,99.08,116.22,101.63,133.35
03-06-2024,Europe-North,Compute,375.28,653.34,530.59,98.34,106.49,107.6,139.43
03-06-2024,US-West,Storage,444.2,602.02,280.45,97.85,101.13,96.55,152.21
03-06-2024,Europe-North,Compute,431.85,297.14,183.54,97.08,113.39,126.04,143.56
03-06-2024,US-West,Compute,280.53,801.35,289.93,97.01,,104.16,116.33
03-06-2024,India-South,Compute,466.74,632.98,111.02,96.58,109.9,120.88,129.8
03-06-2024,US-East,Compute,452.72,689.57,458.34,97.84,100.25,105.62,141.83
03-06-2024,US-West,Storage,245.71,473,109.47,97.77,111.71,104.72,115.7
03-06-2024,US-West,Compute,516.72,565.71,404.56,97.71,112.92,114.64,132.21
03-06-2024,US-East,Storage,765.4,536.19,113.44,99.63,106.28,84.9,127.92
03-06-2024,US-West,Storage,385.47,523.13,372.79,97.34,100.74,114.08,122.66
03-06-2024,India-South,Compute,424.07,630.05,407.53,97.54,114.65,106.61,147.42
03-06-2024,India-South,Compute,557.37,901.58,,98.56,106.3,106.41,129.71
04-06-2024,Europe-North,Storage,520.52,623.13,140.93,99.06,109.1,108.46,103.86
04-06-2024,Europe-North,Storage,674.95,548.43,297.16,99.57,107.01,103.38,119.55
04-06-2024,India-South,Compute,429.23,617.27,37.3,99.21,114.66,107.48,144.7
04-06-2024,US-East,Compute,523.19,1084.54,211.32,97.74,108.09,112.28,155.34
04-06-2024,US-West,Storage,329,500.49,111.62,99.34,104.48,124.36,130.87
04-06-2024,US-East,Compute,721.82,1122.3,304.4,98.25,115.35,111.14,145.8
04-06-2024,US-East,Compute,929.36,472.84,259.06,99.97,101.01,104.79,129.83
04-06-2024,India-South,Storage,921.35,599.46,444.17,99.21,105.21,112.62,138.33
04-06-2024,US-East,Storage,627.73,312.15,223.88,98.84,104.09,111.11,126.02
05-06-2024,US-East,Storage,644.1,710.73,297.33,99.59,,117.9,131.74
05-06-2024,US-West,Compute,566.13,634.69,273.11,99.11,89.81,119.56,136.7
05-06-2024,Europe-North,Storage,700.7,437.66,187.51,99.45,102.95,121.85,109.74
05-06-2024,Europe-North,Storage,514.18,855.34,361.64,98.01,107.27,113.07,119.43
06-06-2024,US-East,Storage,822.4,880.08,77,98.69,92.94,135.27,122.05
06-06-2024,Europe-North,Compute,661.77,651.14,349.92,98.89,95.54,111.75,116.34
06-06-2024,India-South,Storage,389.67,558.62,178.88,98.72,92.93,91.45,118.15
06-06-2024,US-East,Storage,707.04,941.24,228.32,98.22,103.09,127.26,134.7
06-06-2024,US-East,Storage,400.53,943.11,,99.54,112.89,136.4,141.33
06-06-2024,US-East,Storage,547.65,776.5,322.01,97,117.65,125.73,123.41
06-06-2024,Europe-North,Compute,460.42,617.95,193.06,97.82,113.32,125.31,124.89
06-06-2024,US-West,Storage,406.59,569.63,225.04,97.65,112.35,114.71,118.2
06-06-2024,US-East,Storage,387.13,602.74,409.98,99.33,107.72,113.91,141.23
06-06-2024,India-South,Compute,654.99,838.33,198.66,96.59,110.6,115.64,105.35
07-06-2024,US-West,Compute,624.83,824.39,151.98,98.38,100.62,107.12,132.76
07-06-2024,India-South,Storage,663.7,740.25,286.94,99.59,110.93,106.81,119.05
07-06-2024,US-West,Storage,546.52,636.12,287.23,97.53,108.99,106.89,141.26
07-06-2024,US-West,Storage,550.7,472.27,250.01,99.38,103.38,123.26,140.34
07-06-2024,US-East,Storage,558.81,684.95,234.14,96.73,115.71,111.29,134.39
07-06-2024,US-East,Compute,332.46,793.35,,98.45,117.8,105.41,124.62
07-06-2024,US-East,Storage,399.45,706.12,208.39,98,108.85,115.36,126.47
07-06-2024,US-East,Storage,354.8,707.7,252.07,97.3,107.18,100.6,124.81
07-06-2024,India-South,Compute,369.84,704.99,252.53,99.93,98.49,117.17,134.34
07-06-2024,India-South,Compute,630.15,599.61,271.69,96.78,93.92,100.73,144.97
08-06-2024,US-East,Compute,332.19,541.05,187.06,97.36,97.09,108.21,131.4
08-06-2024,Europe-North,Storage,725.4,530.08,,96.74,95.6,116.12,133.61
08-06-2024,India-South,Storage,,605.6,220.82,96.93,100.77,97.55,137.66
08-06-2024,US-East,Storage,604.04,785.84,129.51,98.33,91.3,113.54,119.73
08-06-2024,US-East,Storage,487.63,518.43,328.96,99.18,114.01,107.21,155.52
08-06-2024,India-South,Compute,496.4,530.3,182.33,97.77,108.6,113.9,124.38
08-06-2024,India-South,Compute,559.29,536.99,72.67,98.87,108.29,103.99,143.6
08-06-2024,India-South,Storage,530.28,551.93,221.24,98.67,100.1,100.77,126.01
08-06-2024,India-South,Compute,492.66,846.69,385.45,96.51,94.94,102.63,129.02
08-06-2024,Europe-North,Compute,533.27,780.63,265.6,99.06,101.22,94.65,152.14
08-06-2024,Europe-North,Storage,507.66,761.13,278.23,98.04,,107.14,141.86
09-06-2024,Europe-North,Compute,582.45,620.12,343.18,99.06,97.01,109.02,132.05
09-06-2024,India-South,Storage,578.58,880.46,314.09,96.8,109.17,113.46,127.9
09-06-2024,US-West,Storage,729.16,466.14,369.69,96.76,109.09,103.71,125.11
09-06-2024,US-East,Compute,690.1,557.72,277.83,96.94,85.95,108.96,148.58
09-06-2024,US-West,Storage,621.89,758.93,259.97,99.86,109.71,107.61,116.9
09-06-2024,US-East,Compute,314.32,612.85,230.06,96.66,105.48,98.05,122.42
09-06-2024,India-South,Storage,422.61,579.66,273.81,97.37,99.1,105.08,156.11
09-06-2024,Europe-North,Storage,538.92,373.7,135.35,97.28,107.22,100.2,129.15
09-06-2024,India-South,Storage,641.94,335,448.8,96.71,95.57,115.14,131.83
09-06-2024,India-South,Storage,541.69,520.85,239.48,98.84,105.82,127.17,114.05
09-06-2024,Europe-North,Storage,380,933.69,506.01,98.89,113.62,109.59,136.74
09-06-2024,India-South,Storage,465.3,566.6,176.67,99.95,109.42,131.06,149.44
09-06-2024,US-West,Storage,449.99,895.97,307.23,99.79,115.67,114.28,108.26
10-06-2024,US-East,Storage,597.77,675.57,191.93,99.98,106.13,125.18,91.99
10-06-2024,India-South,Storage,591.18,817.31,353.95,99.11,,102.54,130.31
10-06-2024,Europe-North,Storage,568.61,528.7,,99.46,105.42,116.7,141.12
10-06-2024,US-West,Compute,360.31,870.4,287.47,96.53,107.92,135.66,143.26
10-06-2024,US-West,Storage,715.21,695.87,133.74,98.34,108.25,101.36,108.76
10-06-2024,India-South,Compute,525.37,643.85,155.07,99.42,105.73,112.31,121.42
11-06-2024,US-East,Compute,340.34,876.16,444.75,97.87,102.01,123.85,119.98
11-06-2024,US-West,Storage,416.59,532.72,254.98,98.22,93.9,115.21,144.49
11-06-2024,Europe-North,Storage,617.68,578.98,244.7,96.6,117.22,125,131.47
11-06-2024,US-East,Storage,322.71,660.14,113.81,96.7,112.43,119.43,100.89
11-06-2024,India-South,Compute,,374.81,226.66,97.92,112.53,104.48,141.18
11-06-2024,Europe-North,Storage,684.72,522.63,,98.02,115.22,85.49,114.49
11-06-2024,US-East,Storage,369.98,603.01,287.93,97.39,100.83,108.59,142.12
11-06-2024,Europe-North,Compute,490.68,600.04,192.54,99.21,98.78,128.07,147.86
11-06-2024,India-South,Storage,499.05,468.78,334.12,99.83,85.78,124.6,109.06
11-06-2024,Europe-North,Compute,355.39,734.83,271.69,97.75,116.09,113.05,111.48
12-06-2024,US-East,Storage,721.65,811.55,224.25,97.68,118.59,93.73,155.97
12-06-2024,US-West,Storage,591.08,426.15,91.88,99.66,101.54,118.44,119.75
12-06-2024,US-East,Compute,523.46,193.81,232.42,99.38,97.64,110.79,145.74
12-06-2024,Europe-North,Storage,307.87,848.69,72.73,96.61,90.92,107.67,163.87
12-06-2024,Europe-North,Storage,370.83,352.58,174.98,99.37,113.62,98.22,146.04
12-06-2024,US-West,Storage,461.68,466.2,306.38,97.76,103.09,110.6,150.68
12-06-2024,India-South,Compute,694.59,467.64,108.54,98.3,104.23,147.62,118.08
12-06-2024,Europe-North,Storage,499.28,505.11,135.7,97.26,91.77,128.28,120.06
13-06-2024,US-East,Compute,579.8,593.38,386.39,97.35,,95.04,125.58
13-06-2024,Europe-North,Storage,596.25,574.53,248.93,99.95,96.87,108.51,126.25
13-06-2024,India-South,Compute,532.03,519.01,304.79,97.99,104.2,112.4,126.12
13-06-2024,India-South,Compute,569.14,692.42,274.07,99.54,95.28,111.71,119.06
13-06-2024,India-South,Compute,321.32,1003.84,321.72,97.74,101.32,117.17,125.49
13-06-2024,Europe-North,Compute,702.07,366.34,321.62,98.18,100.7,128.91,122.21
13-06-2024,Europe-North,Compute,674.21,517.52,274.85,99.95,,103.67,139.93
13-06-2024,US-West,Storage,505.87,576.91,165.83,98.71,106.02,94.4,149.32
13-06-2024,US-East,Compute,,569.6,472.27,97.97,99.76,107.29,131.65
13-06-2024,US-East,Compute,686.54,600.06,206.89,98.29,110.49,103.93,94.62
14-06-2024,US-East,Compute,573.57,704.33,431.75,98.07,114.53,126.03,111.8
14-06-2024,India-South,Compute,719.53,480.59,363.5,98.73,98.96,106.38,131.78
14-06-2024,US-West,Storage,572.97,796.75,,98.96,100.85,103.7,138.64
14-06-2024,US-West,Compute,506.48,340.01,126.16,98.13,108.67,112.18,133.4
14-06-2024,US-West,Compute,353.47,848.73,,96.95,107.62,109.07,90.12
15-06-2024,India-South,Storage,740.28,549.36,209.7,97.96,108.25,94.81,136.29
15-06-2024,US-West,Compute,515.76,714.74,357,97.75,110.52,98.96,137.86
15-06-2024,US-West,Compute,547.3,721.92,,97.33,,109.84,136.74
15-06-2024,India-South,Storage,358.09,821.76,226.4,96.52,,123.59,100.04
15-06-2024,Europe-North,Compute,503.47,728.09,241.24,97.35,100.29,108.53,157.24
15-06-2024,US-West,Storage,550.5,584.99,344.48,97.27,120.52,112.35,141.61
15-06-2024,US-East,Storage,471.45,770.04,362.76,99.29,109.59,103.32,129.8
15-06-2024,Europe-North,Compute,772.83,587.11,227.03,99.76,100.78,117.73,142.08
15-06-2024,US-West,Storage,543.63,800.87,349,97.59,105.36,123.96,114.25
15-06-2024,Europe-North,Storage,328.38,572.38,308.44,96.96,111.77,86.07,147.19
16-06-2024,Europe-North,Storage,371.92,936.06,298.58,98.51,113.63,120.05,127.48
16-06-2024,Europe-North,Compute,567.48,469.18,230.67,98.12,104.48,117.22,139.09
16-06-2024,India-South,Compute,,377.23,271.23,97.72,93.78,115.5,113.97
16-06-2024,US-East,Compute,632.44,664.99,221.95,96.68,108.15,121.64,124.57
16-06-2024,Europe-North,Storage,573.85,374.56,298.67,98.94,117.96,103.78,139.09
16-06-2024,Europe-North,Storage,447.57,770.32,215.94,97.94,87.75,98.82,109.26
16-06-2024,US-East,Compute,446.69,518.98,323.36,98.5,97.86,123.14,110.24
16-06-2024,US-West,Storage,529.64,541.05,224.87,99.87,119.22,132.72,123.05
16-06-2024,India-South,Compute,542.49,422.78,335.56,97.22,124.44,112.64,124.01
17-06-2024,US-East,Compute,366.16,891.25,143.69,97.93,104.62,105.17,144.73
17-06-2024,Europe-North,Storage,421.17,600.8,304.48,99.17,98.69,106.13,139.92
17-06-2024,India-South,Compute,358.84,644.19,257.37,97.9,94.01,112.62,114.27
17-06-2024,US-East,Compute,740.58,522.95,352.8,98.27,106.54,94.73,122.02
17-06-2024,India-South,Compute,575.75,488.65,312.89,99.66,101.34,114.89,141.44
17-06-2024,US-East,Storage,316.91,512.26,162.86,99.33,96.58,125.34,140.88
17-06-2024,US-East,Compute,730.16,827.08,272.96,97.61,98.76,112.42,118.4
18-06-2024,India-South,Compute,458.7,713.88,310.43,97.2,107.05,102.77,134.4
18-06-2024,US-West,Storage,479.53,736.5,322.57,99.84,92.41,97.18,135.72
18-06-2024,US-East,Compute,415.77,801.28,145.57,99.96,105.31,127.88,90.85
19-06-2024,US-West,Compute,395.45,571.87,178.65,97.16,98.8,107.04,124.89
19-06-2024,US-West,Compute,527.74,674.75,152.53,97.72,110.33,104.19,134.43
19-06-2024,India-South,Compute,472.65,533.78,192.36,98.53,101.93,111.64,142.05
19-06-2024,India-South,Compute,499.17,741.5,372.18,98.54,88.04,135.02,132.05
19-06-2024,US-West,Storage,594.59,669.15,245.12,96.65,109.34,103.35,171.33
19-06-2024,US-East,Storage,559.67,640.53,149.45,98.18,104.89,118,118.83
19-06-2024,India-South,Storage,395.82,754.19,127.4,98.04,93.33,98.7,143.98
20-06-2024,US-East,Storage,522.62,526.27,183.9,99.75,106.51,102.86,137.94
20-06-2024,US-West,Compute,415.78,865.86,347.32,98.05,103.54,119.81,120.47
20-06-2024,Europe-North,Storage,660.28,395.59,289.57,99.8,98.84,115.18,115.99
20-06-2024,Europe-North,Compute,403.41,1028.99,348.79,97.66,109.12,137.79,89.91
20-06-2024,US-East,Compute,681.74,679.55,,99.38,105.9,110.9,128.77
20-06-2024,US-East,Storage,690.92,700.52,314.32,99.09,82.51,85.91,130.96
20-06-2024,US-East,Storage,440.23,910.38,149.75,96.63,99.29,112.79,158
20-06-2024,US-West,Storage,772.47,707.78,73.2,98.88,102.19,109.46,118.69
20-06-2024,India-South,Storage,,623.89,164.03,97.54,94.58,111.72,117.22
20-06-2024,US-West,Compute,756.13,533.3,277.09,97.53,96.54,125.73,134.75
20-06-2024,Europe-North,Storage,597.73,416.29,237.94,98.62,93.7,118.37,124.85
20-06-2024,India-South,Compute,544.02,658.45,206.17,98.1,116.41,114.51,137.43
20-06-2024,India-South,Compute,,454.68,229.68,97.99,103.07,98.73,135.87
20-06-2024,US-West,Compute,432.86,482.6,330.4,99.71,91.87,117.99,130.87
21-06-2024,Europe-North,Storage,574.54,654.19,387.3,98.27,89.65,114.77,124.42
21-06-2024,US-West,Storage,522.4,671.59,286.49,96.62,105.61,115.03,105.9
21-06-2024,US-West,Storage,605.64,633.55,136.5,99.85,90.58,108.56,125.87
21-06-2024,India-South,Compute,492.93,648.71,438.8,96.86,113.06,121.97,121.81
21-06-2024,Europe-North,Compute,324.48,994.12,204.37,97.43,93.44,100.05,131.14
21-06-2024,US-East,Storage,708.57,838.55,125.28,98.45,104.51,122.57,101.91
21-06-2024,US-West,Compute,449.49,786.47,295.73,98.74,110.33,124.21,109.22
22-06-2024,US-West,Storage,444.61,530.82,179.32,97.02,111.59,123.43,150.08
22-06-2024,Europe-North,Storage,544.69,605.87,256.1,98.08,99.63,95.32,150.77
22-06-2024,US-West,Compute,505.37,565.23,190.47,98.83,97.2,123.9,142.03
22-06-2024,US-East,Compute,663.23,860.04,192.77,98.75,124.54,116.32,120.16
23-06-2024,US-East,Storage,336.72,615.32,174.49,97.27,104.98,116.74,147.88
23-06-2024,US-West,Compute,427.95,653.26,186.82,99.68,92.09,115.87,141.57
23-06-2024,India-South,Compute,570.89,471.68,299.91,99.35,109.41,89.13,129.11
23-06-2024,Europe-North,Storage,357.53,693.73,187.72,99.61,112.7,112.33,137.15
23-06-2024,US-West,Storage,398.49,813.12,284.07,98.34,106.68,100.41,119.74
23-06-2024,Europe-North,Storage,605.82,703.82,349.43,98.77,107.36,112.53,132.32
23-06-2024,US-East,Storage,640.49,639.33,401.92,98.6,116.96,102.9,137.01
23-06-2024,US-East,Storage,557.64,550.58,262.88,98.08,102.01,110.3,126.29
23-06-2024,US-East,Compute,626.2,811.03,274.53,97.33,111.02,105.86,112.47
